,Term,StatedMonthlyIncome,LoanOriginalAmount,BorrowerAPR
43629,36,6458.333333,6500,0.12528
43630,12,2500.0,6000,0.26478
43631,36,5166.666667,13000,0.14206
43632,36,4166.666667,1000,0.31363
43633,60,2083.333333,3000,0.28848
43634,36,4813.333333,2500,0.27767
43635,36,4416.666667,10001,0.28567
43636,60,5333.333333,3000,0.21566
43637,36,3708.333333,1500,0.16638
43638,60,3166.666667,10000,0.15844
43639,36,2500.0,4000,0.1709
43640,36,6833.333333,15000,0.20524
43641,36,6666.666667,7499,0.11144
43642,36,14583.333333,4000,0.30285
43643,36,4166.666667,7000,0.12239
43644,36,7833.333333,7000,0.08641
43645,36,3500.0,10000,0.11563
43646,36,9666.666667,15000,0.12329
43647,60,5833.333333,15000,0.21566
43648,36,8333.333333,15000,0.23438
43649,36,5000.0,6000,0.15324
43650,36,10000.0,5000,0.22237
43651,60,5583.333333,5500,0.22908
43652,36,7916.666667,4000,0.2924
43653,60,6833.333333,14000,0.20358
43654,36,5416.666667,8000,0.22742
43655,36,5000.0,5000,0.24861
43656,36,5000.0,7000,0.1014
43657,36,4381.666667,4000,0.18316
43658,36,8333.333333,4000,0.21659
43659,12,15416.666667,4000,0.34898
43660,36,3791.666667,10000,0.29254
43661,36,6250.0,15000,0.27285
43662,36,5416.666667,15000,0.19501
43663,36,5166.666667,10000,0.26528
43664,60,2500.0,4000,0.30748
43665,36,6000.0,15000,0.1802
43666,36,1906.666667,5000,0.13202
43667,36,7291.666667,5500,0.32446
43668,36,7083.333333,20000,0.12081
43669,36,6000.0,1100,0.28695
43670,36,6416.666667,10000,0.14816
43671,36,2075.5,4000,0.16324
43672,36,6908.25,4000,0.3179
43673,60,3416.666667,10000,0.31344
43674,36,6500.0,4000,0.24807
43675,12,8333.333333,7500,0.05927
43676,36,6408.333333,3000,0.38058
43677,36,4583.333333,5000,0.29776
43678,36,4583.333333,6000,0.07178
43679,36,4420.0,3000,0.24492
43680,36,6333.333333,3000,0.15629
43681,36,8000.0,4000,0.30285
43682,36,2500.0,6000,0.35643
43683,36,2916.666667,1600,0.37453
43684,36,6333.333333,7000,0.30564
43685,36,3750.0,10000,0.1709
43686,36,6666.666667,1234,0.06187
43687,36,8333.333333,6500,0.1526
43688,36,4416.666667,10000,0.25013
43689,36,8333.333333,10000,0.1019
43690,36,2000.0,2600,0.17834
43691,36,5166.666667,15000,0.21945
43692,36,0.083333,9500,0.19178
43693,36,1666.666667,2500,0.37453
43694,36,5166.666667,10000,0.11646
43695,60,8333.333333,6000,0.22549
43696,36,3750.0,13000,0.21945
43697,36,1083.333333,1500,0.21872
43698,36,4500.0,10000,0.19462
43699,36,7200.0,1532,0.36478
43700,36,3453.0,5000,0.24758
43701,36,3750.0,7000,0.19859
43702,36,4583.333333,15000,0.17192
43703,36,7916.666667,7500,0.13202
43704,36,5000.0,20000,0.19462
43705,36,4000.0,16000,0.09232
43706,36,4516.666667,4000,0.3179
43707,36,9833.333333,20000,0.10038
43708,36,1750.0,4000,0.22712
43709,60,6666.666667,10000,0.21576
43710,36,2600.0,4500,0.35643
43711,36,1666.666667,3500,0.20524
43712,36,10416.666667,22000,0.15324
43713,60,6590.25,15000,0.13227
43714,36,19583.333333,15000,0.14816
43715,36,20833.333333,15000,0.09469
43716,60,4583.333333,10000,0.26128
43717,36,1500.0,2000,0.15144
43718,36,2333.333333,2500,0.37453
43719,36,1541.666667,15000,0.2706
43720,36,3583.333333,2000,0.28728
43721,36,5750.0,15000,0.24246
43722,36,5416.666667,7000,0.2951
43723,36,3083.333333,9000,0.1019
43724,36,5501.416667,5800,0.22712
43725,36,4916.666667,7500,0.35643
43726,36,6666.666667,7000,0.15375
43727,60,3166.666667,5500,0.18555
43728,36,9166.666667,3300,0.15713
43729,36,4166.666667,1000,0.18824
43730,36,1366.666667,2500,0.33973
43731,36,0.0,4000,0.35797
43732,36,2175.0,10000,0.16335
43733,36,4041.666667,6500,0.29394
43734,36,3750.0,4000,0.35643
43735,60,5833.333333,8500,0.26877
43736,36,16666.666667,4000,0.35643
43737,60,3333.333333,10000,0.17839
43738,60,5416.666667,9000,0.22908
43739,36,12166.666667,25000,0.17151
43740,36,2951.666667,5000,0.0778
43741,36,6058.333333,9200,0.13301
43742,36,3583.333333,4000,0.28974
43743,36,4916.666667,15000,0.13799
43744,36,6183.333333,2500,0.20433
43745,36,5500.0,20000,0.09469
43746,36,6945.083333,6000,0.24246
43747,36,5200.0,12000,0.22237
43748,36,1791.0,1500,0.16144
43749,36,5577.916667,20000,0.09333
43750,36,3833.333333,10000,0.1709
43751,36,8000.0,20000,0.17119
43752,12,3583.333333,4000,0.16033
43753,36,1250.0,2000,0.29972
43754,36,4583.333333,15000,0.19645
43755,60,6666.666667,10000,0.25359
43756,36,3750.0,7500,0.35132
43757,36,4166.666667,4000,0.24246
43758,36,2000.0,4000,0.17969
43759,12,7500.0,3495,0.13696
43760,36,5250.0,3000,0.18726
43761,60,4500.0,10000,0.27335
43762,60,2416.666667,4000,0.24589
43763,36,1119.0,3000,0.13283
43764,36,3000.0,8000,0.12309
43765,36,3625.0,7500,0.15311
43766,60,3750.0,10000,0.20398
43767,36,3750.0,3001,0.1973
43768,60,5416.666667,4400,0.25451
43769,36,14083.333333,4000,0.31975
43770,60,6666.666667,10000,0.25718
43771,36,10000.0,8000,0.23939
43772,36,4666.666667,9500,0.25486
43773,36,4333.333333,5000,0.14548
43774,36,8583.333333,15000,0.15211
43775,36,6000.0,4000,0.25259
43776,36,4591.583333,10000,0.10642
43777,36,3166.666667,6000,0.08785
43778,60,4075.0,6900,0.22908
43779,36,5625.0,20000,0.12691
43780,36,5625.0,20000,0.12691
43781,36,3333.333333,2000,0.35797
43782,36,6000.0,15000,0.1202
43783,60,5000.0,13000,0.16969
43784,36,2600.0,10000,0.30131
43785,36,3916.666667,8000,0.28851
43786,36,5166.666667,2000,0.07539
43787,36,23333.333333,15000,0.17359
43788,36,2375.0,4000,0.28544
43789,36,3666.666667,2000,0.24563
43790,60,10166.666667,15000,0.21858
43791,36,5666.666667,8000,0.17151
43792,36,3583.333333,10000,0.23131
43793,36,5971.166667,8000,0.22742
43794,36,9916.666667,4064,0.13138
43795,36,2622.666667,2000,0.25948
43796,36,4000.0,3000,0.18633
43797,36,3787.25,15000,0.12691
43798,60,4583.333333,3500,0.28386
43799,36,3750.0,7000,0.13545
43800,36,3310.666667,10000,0.18837
43801,36,15833.333333,23500,0.22812
43802,36,10833.333333,4000,0.32446
43803,36,2575.0,4000,0.28574
43804,36,7500.0,15000,0.26681
43805,60,7208.333333,5000,0.21576
43806,60,5000.0,8000,0.3142
43807,36,5916.666667,4000,0.35797
43808,60,5136.916667,8500,0.16151
43809,36,8333.333333,9500,0.23504
43810,60,4166.666667,4000,0.32321
43811,60,8583.333333,3500,0.31159
43812,36,2083.333333,4000,0.0903
43813,36,3828.0,3000,0.29363
43814,60,2666.666667,10000,0.23872
43815,60,7250.0,25000,0.20347
43816,36,7833.333333,10000,0.12491
43817,36,3750.0,8437,0.09469
43818,36,4583.333333,5000,0.09065
43819,36,2500.0,3001,0.15211
43820,60,2723.75,10000,0.2278
43821,36,3333.333333,1000,0.21101
43822,36,5161.833333,6000,0.12449
43823,36,3416.666667,4000,0.35643
43824,60,3500.0,12500,0.32958
43825,36,5000.0,12000,0.08496
43826,36,9166.666667,3500,0.10993
43827,36,0.0,3500,0.30532
43828,36,4166.666667,2550,0.10039
43829,36,4666.666667,10000,0.13705
43830,36,8333.333333,15000,0.16324
43831,36,3166.666667,9000,0.22712
43832,36,6777.75,6000,0.202
43833,36,3750.0,4000,0.35797
43834,36,7416.666667,8000,0.08325
43835,36,6552.833333,18500,0.11997
43836,36,6666.666667,22000,0.11563
43837,36,7916.666667,15000,0.0799
43838,60,5000.0,15000,0.15425
43839,36,4583.333333,2000,0.17359
43840,60,3333.333333,6000,0.16304
43841,36,6500.0,1000,0.21922
43842,36,6666.666667,10000,0.10692
43843,36,6666.666667,4000,0.35643
43844,60,6731.0,8500,0.16662
43845,36,8333.333333,15000,0.12016
43846,36,3333.333333,4000,0.33973
43847,36,5416.666667,10000,0.15713
43848,36,10000.0,15000,0.13705
43849,36,6019.333333,7000,0.19144
43850,60,2500.0,2000,0.29567
43851,36,6250.0,5000,0.22945
43852,36,3583.333333,3000,0.2129
43853,36,5666.666667,8000,0.19501
43854,36,5750.0,5000,0.22543
43855,36,4917.083333,5000,0.28339
43856,36,8000.0,22500,0.19645
43857,36,4416.666667,20000,0.12762
43858,60,6000.0,13000,0.18136
43859,36,2916.666667,4500,0.17359
43860,60,4833.333333,5500,0.21576
43861,36,5750.0,8000,0.15211
43862,36,3666.666667,2000,0.14714
43863,36,7535.666667,6000,0.14207
43864,60,4250.0,10500,0.22283
43865,36,5416.666667,6200,0.17151
43866,36,4166.666667,1000,0.18183
43867,36,1666.666667,1000,0.26394
43868,36,6583.333333,1500,0.08642
43869,36,3099.916667,3001,0.127
43870,36,5000.0,1500,0.19921
43871,60,8583.333333,25000,0.19313
43872,36,1900.0,4000,0.25013
43873,60,5000.0,15000,0.17532
43874,60,5000.0,10000,0.2214
43875,36,2436.666667,2500,0.1717
43876,36,2860.0,5000,0.15713
43877,36,3416.666667,6500,0.08985
43878,36,2.916667,2000,0.35356
43879,36,3666.666667,10000,0.09837
43880,36,4489.333333,15000,0.18275
43881,36,5919.75,7000,0.38058
43882,36,4333.333333,1500,0.38486
43883,36,10125.0,15000,0.16653
43884,36,3583.333333,5000,0.13697
43885,36,4166.666667,6000,0.19859
43886,36,3895.833333,1500,0.38468
43887,36,3750.0,5500,0.11448
43888,36,15000.0,15000,0.1709
43889,36,5416.666667,10000,0.14419
43890,36,7447.333333,15000,0.08496
43891,36,4333.333333,3500,0.29265
43892,36,9083.333333,15000,0.202
43893,36,6083.333333,20000,0.2046
43894,60,6250.0,11500,0.14658
43895,36,5916.666667,4000,0.26528
43896,36,2080.0,6300,0.18726
43897,60,7000.0,10000,0.29567
43898,36,4166.666667,7500,0.16056
43899,36,5416.666667,3000,0.24753
43900,60,4666.666667,5000,0.19988
43901,36,5000.0,3000,0.34045
43902,60,5000.0,15000,0.24589
43903,36,5833.333333,8500,0.12691
43904,36,2500.0,4000,0.25279
43905,36,5416.666667,15000,0.09534
43906,36,4583.333333,8000,0.22773
43907,36,3000.0,5000,0.0903
43908,36,8666.666667,25000,0.16617
43909,36,2916.666667,6000,0.202
43910,12,2278.0,3000,0.23554
43911,60,3000.0,13000,0.28704
43912,36,6583.333333,4000,0.24246
43913,36,2166.666667,4000,0.35797
43914,36,4666.666667,2500,0.11394
43915,36,3293.333333,7000,0.17322
43916,36,5250.0,10000,0.05672
43917,60,3077.0,6000,0.26528
43918,60,4666.666667,7500,0.23462
43919,36,2500.0,4000,0.35643
43920,36,5833.333333,10000,0.19645
43921,36,4582.666667,15000,0.12691
43922,36,4000.0,9000,0.16324
43923,36,8833.333333,10000,0.24246
43924,36,2069.083333,4000,0.29537
43925,36,15500.0,11000,0.09333
43926,36,3583.333333,2000,0.37453
43927,36,3500.0,12000,0.2951
43928,36,4450.0,6000,0.13705
43929,36,4250.0,15000,0.15223
43930,36,3500.0,3900,0.28574
43931,36,0.0,3500,0.2951
43932,36,312.0,3000,0.22712
43933,36,4000.0,5000,0.08684
43934,36,4166.666667,2600,0.25013
43935,60,11250.0,25000,0.17849
43936,36,1200.0,3001,0.25325
43937,36,3750.0,10000,0.18214
43938,36,2204.583333,1500,0.13153
43939,36,7666.666667,12000,0.09333
43940,36,2916.666667,10000,0.28851
43941,36,3750.0,1500,0.1841
43942,36,7500.0,7499,0.22186
43943,12,302.0,2000,0.26824
43944,36,4000.0,13000,0.22712
43945,36,4041.666667,12000,0.14207
43946,60,3333.333333,17500,0.15784
43947,36,3400.0,3700,0.1717
43948,36,7916.666667,15000,0.29537
43949,36,5416.666667,15000,0.18433
43950,36,0.0,4000,0.33286
43951,36,5416.666667,1000,0.08516
43952,60,6000.0,15000,0.13942
43953,36,3250.0,25000,0.17183
43954,36,4166.666667,3000,0.35797
43955,36,3166.666667,5500,0.18316
43956,36,23333.333333,35000,0.14348
43957,36,8083.333333,20000,0.12787
43958,36,33166.666667,9995,0.09166
43959,36,9166.666667,4000,0.30182
43960,36,4833.333333,18500,0.16717
43961,36,7083.333333,25000,0.22469
43962,36,7500.0,10000,0.13072
43963,36,0.0,25000,0.1972
43964,36,4608.833333,25000,0.2148
43965,36,2333.333333,1000,0.2565
43966,36,5416.666667,9400,0.10692
43967,60,10986.666667,15000,0.16499
43968,36,2083.333333,2000,0.29578
43969,60,11666.666667,25000,0.22693
43970,36,4208.333333,5000,0.15223
43971,36,13083.333333,15000,0.28851
43972,36,9166.666667,25000,0.22812
43973,60,4750.0,9000,0.15844
43974,36,8055.0,10000,0.15833
43975,36,2916.666667,7000,0.29776
43976,36,8666.666667,25000,0.12782
43977,36,7500.0,5000,0.09534
43978,36,2606.083333,2550,0.27264
43979,36,416.666667,1000,0.07203
43980,36,4350.0,8000,0.11563
43981,36,2916.666667,1500,0.22441
43982,36,1094.166667,10000,0.18161
43983,60,16666.666667,13000,0.27246
43984,36,3470.083333,5000,0.12198
43985,36,4000.0,11000,0.17495
43986,36,3299.166667,2000,0.19921
43987,36,2666.666667,6000,0.19981
43988,60,11600.0,12500,0.2968
43989,36,4583.333333,4000,0.18183
43990,36,3750.0,10000,0.11563
43991,36,500.0,2000,0.35797
43992,36,4166.666667,2000,0.33973
43993,36,16000.0,5100,0.09688
43994,36,4713.25,4000,0.35356
43995,36,6250.0,11200,0.06726
43996,36,11337.083333,35000,0.14409
43997,36,3458.333333,8000,0.19987
43998,12,17083.333333,3500,0.13696
43999,36,3333.333333,4000,0.2129
44000,36,2500.0,4000,0.28032
44001,36,5000.0,15000,0.21945
44002,36,2375.0,1500,0.30412
44003,60,6250.0,20000,0.15817
44004,60,4416.583333,14500,0.28324
44005,36,20833.333333,12000,0.09
44006,60,5666.666667,12000,0.1771
44007,60,2500.0,4000,0.15817
44008,36,3133.333333,5000,0.19144
44009,36,4815.25,4500,0.14348
44010,36,2083.333333,10000,0.09736
44011,36,8333.333333,7500,0.34731
44012,60,5833.333333,10000,0.3268
44013,36,45833.333333,15000,0.09736
44014,36,3166.666667,4000,0.35797
44015,36,5000.0,12500,0.12449
44016,36,5416.666667,1200,0.29894
44017,36,2791.666667,1000,0.38127
44018,36,3333.333333,10000,0.30172
44019,36,0.0,3200,0.17243
44020,60,6250.0,20000,0.0939
44021,36,2666.666667,25000,0.14709
44022,60,3120.0,3000,0.15936
44023,60,9833.333333,20000,0.13636
44024,36,2500.0,6000,0.22744
44025,36,5166.666667,4500,0.32576
44026,36,916.666667,5000,0.28851
44027,36,2833.333333,3000,0.339
44028,36,6666.666667,4000,0.34998
44029,36,4250.0,5000,0.14358
44030,36,6400.0,4000,0.35797
44031,36,7083.333333,3000,0.09437
44032,36,4333.333333,1000,0.20087
44033,36,10000.0,10000,0.27776
44034,36,7250.0,9000,0.15223
44035,60,4166.666667,10000,0.3194
44036,60,3350.0,4000,0.29567
44037,36,4166.666667,2000,0.09736
44038,36,3833.333333,10000,0.2951
44039,36,0.0,1200,0.14479
44040,36,7875.0,5000,0.32378
44041,60,4166.666667,11000,0.14965
44042,36,7916.666667,3000,0.14714
44043,36,3166.666667,8000,0.19501
44044,36,6655.083333,25000,0.21025
44045,36,2166.666667,5000,0.30532
44046,36,3333.333333,8000,0.13705
44047,60,2166.666667,2000,0.35838
44048,36,15750.0,15000,0.13068
44049,60,2416.666667,4000,0.22693
44050,36,2500.0,7000,0.16165
44051,36,5166.666667,7500,0.35643
44052,36,5000.0,8000,0.12098
44053,36,4083.333333,4000,0.24758
44054,36,5361.25,9000,0.14207
44055,36,4583.333333,10000,0.15223
44056,36,1300.0,5000,0.23383
44057,60,5416.666667,15000,0.10367
44058,36,3750.0,2500,0.23748
44059,36,4666.0,10000,0.14714
44060,36,5833.333333,17000,0.15324
44061,36,7581.0,2500,0.24614
44062,36,6583.333333,15000,0.21025
44063,36,2500.0,20000,0.11194
44064,36,5416.666667,17000,0.17969
44065,36,3000.0,3000,0.35797
44066,36,1500.0,2100,0.2892
44067,12,4666.666667,2000,0.24532
44068,60,5958.333333,5500,0.22549
44069,36,3750.0,4600,0.11296
44070,36,12500.0,20000,0.17969
44071,36,13500.0,13000,0.26917
44072,36,6941.666667,7500,0.35132
44073,36,4083.333333,1200,0.16497
44074,36,4000.0,4000,0.33553
44075,60,6250.0,9000,0.23984
44076,36,2416.666667,4000,0.21699
44077,36,1529.0,2000,0.18316
44078,36,4166.666667,15000,0.1709
44079,36,3166.666667,4000,0.1716
44080,36,2201.166667,6500,0.2325
44081,36,4500.0,3000,0.12782
44082,60,8416.666667,25000,0.16969
44083,36,2500.0,1500,0.13878
44084,36,21583.333333,15000,0.1499
44085,36,2416.666667,2550,0.24003
44086,60,4583.333333,10000,0.22207
44087,60,7500.0,18000,0.15783
44088,36,3437.5,10000,0.18837
44089,36,8333.333333,3000,0.30285
44090,36,3000.0,8000,0.10692
44091,36,2408.166667,1850,0.17475
44092,36,2000.0,4000,0.35797
44093,36,10416.666667,12000,0.12503
44094,36,6250.0,8000,0.25517
44095,36,9583.333333,15000,0.19898
44096,36,9583.333333,25000,0.15372
44097,60,4416.666667,22500,0.27554
44098,36,4000.0,2100,0.24246
44099,36,5000.0,2500,0.2924
44100,36,2333.333333,4000,0.2354
44101,60,6935.0,25000,0.15425
44102,36,2666.666667,9000,0.22812
44103,36,4500.0,11415,0.22872
44104,36,4166.666667,2500,0.13202
44105,36,7750.0,2000,0.35797
44106,36,5583.333333,10000,0.08591
44107,60,5844.25,10000,0.26877
44108,60,1816.666667,5500,0.22693
44109,36,8000.0,24000,0.09333
44110,36,1916.666667,4000,0.21342
44111,36,3000.0,10000,0.28771
44112,36,8333.333333,15000,0.15833
44113,36,3333.333333,4500,0.0779
44114,36,6250.0,4000,0.25781
44115,36,2500.0,2000,0.20524
44116,60,5733.333333,15000,0.19907
44117,60,7500.0,14000,0.30111
44118,36,3166.666667,2500,0.27306
44119,12,3916.666667,2500,0.15077
44120,60,10416.666667,18000,0.15783
44121,36,3916.666667,17000,0.1973
44122,36,6066.666667,10000,0.17359
44123,36,4500.0,15000,0.15833
44124,36,5867.333333,17000,0.17722
44125,36,6916.666667,10000,0.10391
44126,36,2000.0,2000,0.21372
44127,60,29166.666667,20886,0.12211
44128,60,5194.666667,15000,0.18136
44129,60,4308.25,5100,0.2893
44130,36,5833.333333,4000,0.31032
44131,36,9166.666667,3000,0.26149
44132,36,11666.666667,5000,0.19715
44133,36,4583.333333,12000,0.23748
44134,36,4666.666667,7500,0.36539
44135,36,1900.0,4000,0.35643
44136,36,6666.666667,5500,0.16732
44137,36,3166.666667,2580,0.3069
44138,60,4041.666667,14000,0.14147
44139,36,3500.0,2000,0.19546
44140,36,6666.666667,3500,0.28675
44141,36,2916.666667,7000,0.14061
44142,36,2500.0,4000,0.13799
44143,36,4816.666667,1800,0.18183
44144,60,2880.0,8000,0.23318
44145,60,4833.333333,10000,0.19364
44146,36,4708.333333,5500,0.14816
44147,36,8332.416667,25000,0.12691
44148,36,4166.666667,3100,0.30781
44149,60,7083.333333,15000,0.17849
44150,36,2833.333333,6000,0.12691
44151,36,2700.0,2300,0.25824
44152,36,3166.666667,5400,0.24758
44153,36,3583.333333,3000,0.11696
44154,36,6833.333333,15000,0.27776
44155,36,2916.666667,6500,0.24246
44156,36,5000.0,5000,0.13002
44157,60,2916.666667,5000,0.15936
44158,60,4166.666667,9000,0.18136
44159,36,8166.666667,3999,0.3179
44160,36,8603.666667,3500,0.17069
44161,36,6416.666667,4000,0.32446
44162,60,8500.0,8500,0.21566
44163,60,2250.0,13000,0.31375
44164,36,13025.0,34679,0.1802
44165,36,2916.666667,8500,0.11947
44166,60,2872.666667,6500,0.15936
44167,36,5833.333333,4500,0.12299
44168,60,5916.666667,20000,0.14453
44169,36,500.0,3500,0.14207
44170,36,3333.333333,10000,0.19501
44171,36,2687.5,4000,0.21185
44172,36,2500.0,4000,0.35797
44173,36,10916.666667,5000,0.21945
44174,36,2500.0,4000,0.15324
44175,36,6250.0,3000,0.35643
44176,36,3916.666667,3500,0.33973
44177,36,4583.333333,14372,0.23438
44178,36,15416.666667,20000,0.17649
44179,36,5000.0,15000,0.16732
44180,60,5109.0,20000,0.17532
44181,36,7500.0,10000,0.22108
44182,36,1166.666667,1200,0.3063
44183,36,5333.333333,15000,0.1709
44184,36,3000.0,10000,0.27285
44185,36,2083.333333,4000,0.35643
44186,60,8683.333333,7000,0.26128
44187,36,24583.333333,15000,0.17192
44188,36,5833.333333,6000,0.07922
44189,36,7603.333333,4000,0.2924
44190,36,2666.666667,20000,0.33068
44191,36,9583.333333,8000,0.1255
44192,60,4500.0,13500,0.16175
44193,36,3333.333333,3000,0.35797
44194,36,2500.0,2500,0.20053
44195,60,3333.333333,4000,0.30697
44196,36,2666.666667,5500,0.35643
44197,36,5916.666667,4000,0.35797
44198,36,3361.083333,3000,0.08325
44199,60,1416.666667,6000,0.26128
44200,36,10166.666667,15000,0.1014
44201,36,0.0,3000,0.15351
44202,36,1986.666667,6000,0.16647
44203,36,3260.833333,5500,0.21739
44204,36,74448.916667,4999,0.16324
44205,60,6435.0,12998,0.32958
44206,36,1916.666667,4000,0.35356
44207,60,6666.666667,18000,0.12205
44208,60,8583.333333,24000,0.21115
44209,36,2012.333333,1000,0.06698
44210,36,6666.666667,7500,0.23121
44211,36,2916.666667,4000,0.08331
44212,36,4166.666667,4000,0.35797
44213,36,3166.666667,3450,0.2129
44214,36,4706.0,4000,0.35797
44215,36,3376.666667,5000,0.24753
44216,36,10000.0,5000,0.1963
44217,36,1825.0,2750,0.13625
44218,36,3053.75,10000,0.14206
44219,60,3500.0,6500,0.24754
44220,60,6088.25,15000,0.1963
44221,36,2416.666667,4000,0.12016
44222,36,3333.333333,5000,0.13799
44223,36,1166.666667,1000,0.09728
44224,36,6400.0,5000,0.08641
44225,60,1858.333333,3000,0.28704
44226,36,3750.0,8000,0.11394
44227,36,5416.666667,6000,0.1973
44228,36,2166.666667,4000,0.35643
44229,36,2333.333333,4500,0.17082
44230,36,16666.666667,35000,0.15324
44231,36,3551.916667,6000,0.09437
44232,60,2916.666667,8000,0.25133
44233,36,3500.0,10000,0.1899
44234,36,7916.666667,1000,0.36438
44235,60,2524.416667,10000,0.21566
44236,60,5833.333333,10000,0.18965
44237,60,5416.666667,9000,0.32958
44238,60,6250.0,15000,0.22207
44239,36,5833.333333,12500,0.22744
44240,36,2250.0,4000,0.21933
44241,36,8333.333333,2560,0.26526
44242,36,5416.666667,7500,0.31308
44243,36,4779.0,20000,0.11395
44244,36,9083.333333,10000,0.28974
44245,60,7083.333333,12500,0.12645
44246,36,3500.0,3350,0.06437
44247,36,1666.666667,2000,0.27623
44248,36,2833.333333,4000,0.3179
44249,60,4583.333333,7500,0.23293
44250,60,5333.333333,15000,0.17061
44251,36,5833.333333,5500,0.13545
44252,36,5144.75,9000,0.0893
44253,36,9166.666667,4000,0.35797
44254,36,7500.0,15000,0.1899
44255,36,5000.0,3000,0.21679
44256,36,1666.666667,4000,0.1709
44257,36,4583.333333,15000,0.25781
44258,36,2750.0,5000,0.127
44259,36,5666.666667,4800,0.0903
44260,36,4833.333333,5000,0.30168
44261,36,6877.75,2500,0.25517
44262,36,22916.666667,12500,0.14709
44263,36,2666.666667,5500,0.18646
44264,60,9600.0,9500,0.29567
44265,36,8916.666667,14583,0.14714
44266,36,2833.333333,6500,0.22362
44267,36,6666.666667,7000,0.06888
44268,60,11391.666667,15000,0.14453
44269,36,8916.666667,3000,0.29537
44270,36,4862.0,4000,0.3179
44271,36,6750.0,12500,0.17611
44272,60,9750.0,12600,0.09205
44273,36,2916.666667,10000,0.14348
44274,36,0.0,5000,0.18478
44275,36,5583.333333,15000,0.24246
44276,60,3375.0,10000,0.1963
44277,36,6464.666667,7000,0.14714
44278,36,10416.666667,6500,0.06828
44279,36,3041.666667,4000,0.35797
44280,36,4000.0,10000,0.27285
44281,60,6333.333333,25000,0.12211
44282,36,7916.666667,22000,0.16717
44283,60,2250.0,13000,0.22262
44284,36,7833.333333,7000,0.30131
44285,36,7916.666667,4000,0.33973
44286,60,4083.333333,10000,0.25861
44287,36,4166.666667,7180,0.18316
44288,36,5000.0,3000,0.37453
44289,60,2250.0,4000,0.21156
44290,60,17231.5,26500,0.13636
44291,36,2125.0,1700,0.31211
44292,36,3986.666667,6000,0.15428
44293,60,7208.333333,15000,0.24282
44294,60,5000.0,5000,0.23267
44295,36,1900.0,4500,0.29776
44296,36,3166.666667,4000,0.16309
44297,36,3416.666667,3000,0.22135
44298,36,6000.0,9000,0.20053
44299,36,6650.0,2000,0.35797
44300,36,4391.666667,2500,0.25757
44301,60,7750.0,6000,0.31375
44302,36,7916.666667,25000,0.23748
44303,36,5000.0,4000,0.08341
44304,36,4833.333333,12000,0.12274
44305,36,4875.0,2000,0.35797
44306,36,3108.75,4000,0.34752
44307,36,9500.0,6000,0.16157
44308,36,3600.0,12400,0.12528
44309,60,8333.333333,8000,0.18408
44310,36,4333.333333,3500,0.35797
44311,36,4250.0,3600,0.23448
44312,36,2887.5,2130,0.2148
44313,12,3164.833333,2000,0.17493
44314,60,6666.666667,25000,0.20808
44315,36,2916.666667,4500,0.1322
44316,36,10000.0,15000,0.13836
44317,36,3750.0,7000,0.31308
44318,36,6250.0,1000,0.08294
44319,36,4166.666667,3000,0.35797
44320,60,5166.666667,6000,0.13227
44321,36,10833.333333,15000,0.16717
44322,60,6250.0,20000,0.18197
44323,60,3750.0,4500,0.21832
44324,60,6768.166667,15000,0.24856
44325,36,4166.666667,4500,0.35858
44326,36,2083.333333,3500,0.16309
44327,36,3750.0,4000,0.35797
44328,36,7166.666667,15000,0.24911
44329,36,3166.666667,3000,0.29849
44330,36,4568.333333,2900,0.28956
44331,36,5416.666667,10000,0.15223
44332,36,6250.0,7000,0.28728
44333,36,2833.333333,4000,0.35643
44334,36,10000.0,4000,0.35797
44335,60,3416.666667,10000,0.22283
44336,36,11633.333333,5000,0.15713
44337,36,2944.75,4800,0.28574
44338,36,4736.916667,4000,0.2068
44339,60,16666.666667,25000,0.21832
44340,36,8333.333333,4000,0.35797
44341,36,3333.333333,6000,0.15629
44342,36,550.0,1000,0.07439
44343,36,6750.0,2500,0.06676
44344,36,4250.0,5000,0.37453
44345,36,1666.666667,7483,0.30532
44346,36,1500.0,5000,0.26864
44347,36,1583.333333,2500,0.11296
44348,36,1750.0,5000,0.12562
44349,36,1993.333333,12000,0.10883
44350,36,1000.0,2550,0.08684
44351,36,2500.0,4000,0.35797
44352,36,2750.0,6800,0.25486
44353,36,4000.0,2500,0.33553
44354,36,2916.666667,10000,0.22108
44355,36,4833.333333,3000,0.20268
44356,36,11666.666667,23000,0.14357
44357,36,6500.0,10000,0.15223
44358,36,7083.333333,7000,0.0758
44359,60,3409.416667,9000,0.17849
44360,60,6666.666667,10000,0.17522
44361,36,18333.333333,20000,0.20572
44362,60,4333.333333,15000,0.32958
44363,60,4525.0,15000,0.23318
44364,60,5583.333333,10000,0.25359
44365,36,11666.666667,20000,0.12528
44366,36,4083.333333,23000,0.10943
44367,36,62500.0,15000,0.16259
44368,36,2894.0,1900,0.29554
44369,36,2500.0,1000,0.38373
44370,36,4000.0,4000,0.31975
44371,36,2333.333333,12000,0.10793
44372,36,3666.25,14000,0.08331
44373,36,3900.0,2800,0.31032
44374,60,6666.666667,15000,0.18136
44375,36,8333.333333,15000,0.20875
44376,36,11666.666667,15000,0.16324
44377,36,6000.0,10000,0.2878
44378,36,5583.333333,6000,0.13189
44379,60,2916.666667,10000,0.16482
